bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,oc,oc_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,za,za_rank,zh,zh_rank
2952,7401,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,16,,,,,,,,,,,,,82,13,887,30,,,,,,,,,3488,33,3,38,619,22,,,6,12,,,169,9,,,728,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,16,,,,,,,,,579,19,36,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,22,,,85,11,,,,,,,,,,,,,,,,,,,85,28,,,,,142,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,6990,31,,,,,,,,,,,16,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,24,,,,,,,29,25,,,,,,,,,,,,,,,,,3685,30,4,32,1639,8,,,,,,,101,20,,,379,41,,,,,,,,,,,,,,,,,40,26,,,,,,,,,,,37,26,,,,,,,,,,,,,,,242,35,,,,,,,,,,,,,36,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,7,74,14,,,,,,,,,,,,,68,45,,,,,66,34,,,,,18,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,17,,,,,,,,,,,15,10,,,,,,,,,,,7,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,2,385,14
2921,6733,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,46,,,,,,,,,,,,,,,457,47,,,,,,,,,4220,26,,,,,,,,,,,,,,,331,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1211,9,,,,,,,,,,,90,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,232,23,,,,,,,,,,,,,,,,,,,,,,,185,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,6495,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,2,,,,,,,,,,,,,17,35,375,53,,,,,,,,,594,128,5,27,2648,4,,,13,5,,,1,145,,,1232,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,586,18,64,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,742,8,,,,,,,,,,,,,,,2,1,33,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,1,,,,,,,,,,,,,,,59,50
2398,6390,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,201,87,,,,,,,,,5156,21,7,20,,,,,,,,,22,48,,,594,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,53,,,,,,,,,,,,,,,,,115,34,,,,,,,,,,,159,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,43,,,,,,,,,,,,,,,,,33,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,6172,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,39,,,,,,,,,,,,,,,843,32,,,,,94,7,,,3643,31,,,515,26,,,,,,,,,,,336,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,732,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30549,5959,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,28,,,,,14,44,367,56,,,,,,,,,4338,25,,,,,,,,,,,,,,,336,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,62,346,24,,,,,,,,,,,15,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,40,,,18,33,,,,,,,,,,,,,,,,,,,,,,,,,219,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5894,5952,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,20,,,,,,,,,,,,,,,483,45,,,,,,,,,2234,49,,,388,28,,,,,,,30,38,,,352,42,,,,,,,,,,,,,,,,,70,19,,,,,,,,,,,,,,,,,,,,,,,,,,,270,31,609,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,49,,,,,,,,,,,,,,,,,,,,,,,207,17,,,,,1107,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,18,,,,,27,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36218,5874,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,32,,,,,,,89,16,,,,,9,57,988,27,,,,,,,,,3264,35,,,,,,,,,,,28,41,,,164,70,,,,,,,,,,,,,,,,,15,41,,,,,,,,,,,,,,,,,,,,,,,,,,,95,70,799,13,,,,,,,,,,,18,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,41,,,26,30,,,,,,,,,,,,,85,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,29
41114,5671,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5608,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4192,5392,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,25,,,,,,,67,19,,,,,35,24,965,28,,,,,,,,,3,959,,,285,35,,,,,,,49,32,,,184,65,,,,,,,,,,,7,3,,,,,5,45,,,,,,,,,,,107,18,,,,,,,,,,,,,,,414,25,406,21,,,,,,,,,,,,,,,,,,,,,,,,,,,3,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,28,,,,,,,,,,,,,,,,,147,29,,,,,,,,,,,2437,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,24,,,,,,,,,,,,,,,,,,,,,,,17,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,5288,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,52,,,,,,,,,,,,,9,51,211,82,,,,,,,,,3717,28,,,,,,,,,,,25,44,,,273,54,,,,,,,,,,,,,,,,,20,35,,,,,,,,,,,,,,,,,,,,,,,4,5,,,139,53,340,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,52,,,20,31,,,,,,,,,,,,,23,79,,,,,50,38,,,,,220,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,60,,,,,,,,,,,,,,,,,38,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,32
18011,5259,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,3,,,,,,,,,19,23,,,,,,,59,22,,,,,,,218,77,,,,,,,,,1869,54,9,15,666,20,14,14,,,,,14,69,,,170,67,,,,,,,,,,,,,,,,,38,27,38,5,,,,,,,,,16,38,,,,,22,14,,,,,,,,,78,79,721,14,,,,,,,,,,,41,22,,,,,,,,,6,3,,,,,,,,,,,,,,,11,5,,,,,15,8,,,,,,,,,,,,,42,63,9,16,9,41,,,,,,,,,,,,,71,43,,,,,278,12,,,,,581,28,,,,,,,,,,,,,6,5,8,4,21,14,,,,,,,,,,,,,38,40,,,,,16,5,,,,,,,,,,,60,20,,,,,22,18,,,1,2,,,,,52,8,,,,,,,,,,,,,,,,,,,,,,
1258,5009,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,26,,,,,,,1093,21,,,,,,,,,3873,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9209,4840,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,65,,,,,,,,,,,,,20,30,445,49,,,,,,,,,3273,34,,,36,87,,,,,,,73,27,,,5,360,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,41,,,,,,,,,,,,,,,178,44,2,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,8,,,,,,,,,,,,,,,,,,,,,,,,,,,165,30,5,17,48,22,,,,,,,,,,,,,141,31,,,,,,,,,,,338,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,28,,,,,,,,,,,13,11,,,,,,,,,,,,,,,,,,,,,11,12,,,,,,,,,,,,,,,,,,,,,,
2281,4725,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,57,,,,,,,,,,,,,,,,,,,,,,,,,2956,39,,,1156,16,,,,,,,,,,,313,50,,,,,,,,,,,,,,,,,34,28,,,,,,,,,,,,,,,,,,,,,,,,,,,209,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,4702,46,,,,,,,,,,,36,12,,,,,,,16,3,,,,,,,13,20,,,,,,,,,9,6,,,,,48,7,,,,,,,19,36,,,,,,,233,75,,,,,,,,,1756,56,14,6,660,21,,,,,16,12,21,50,,,148,76,,,,,,,,,,,,,,,,,33,29,,,,,,,,,,,56,24,,,,,,,,,,,,,,,428,24,169,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,62,,,,,,,8,4,,,,,,,,,123,33,,,,,184,22,,,18,11,411,31,,,,,,,,,,,,,,,,,21,13,,,,,,,,,,,,,15,62,,,,,,,,,,,,,,,,,28,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,25
3955,4676,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,47,,,,,,,15,40,,,,,,,191,88,,,,,,,,,1983,53,,,288,34,,,,,,,,,,,548,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,22,,,,,,,,,,,,,,,751,8,,,,,,,,,,,,,280,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,418,13
1917,4671,48,,,,,,,,,,,20,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,26,,,,,,,24,31,,,,,85,11,267,67,,,,,,,,,2472,47,3,37,262,38,,,,,53,10,16,60,,,309,51,,,,,,,,,,,,,,,,,80,18,,,,,,,,,,,,,,,,,,,,,,,,,,,67,85,,,,,,,,,,,,,20,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,688,9,,,30,27,,,,,,,,,,,,,,,,,,,,,,,,,135,55,,,,,,,,,,,,,,,,,12,19,,,,,,,,,,,,,50,34,,,,,,,,,,,,,,,,,,,,,,,7,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,52
13713,4432,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,37,,,,,,,,,,,,,48,17,816,33,,,,,,,,,1478,67,,,209,41,,,9,8,,,26,43,,,645,26,,,,,,,,,,,,,,,,,20,36,,,,,,,,,,,14,40,,,,,,,,,,,2,7,,,133,55,247,29,,,,,,,,,,,,,,,,,,,,,,,,,,,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,35,,,,,186,20,,,,,30,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,46,,,,,,,,,,,,,,,,,201,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,210,21
28,4378,50,,,,,,,,,,,189,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,323,61,,,,,,,,,2735,41,,,383,29,,,,,,,10,83,,,322,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,213,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,39,,,,,,,,,,,,,,,,,100,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9364,4287,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3778,5,,,,,,,,,417,162,,,,,,,,,,,,,,,53,135,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11733,4208,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,122,123,,,,,,,5,1,1234,75,,,,,,,,,,,,,,,172,66,,,,,,,,,,,,,,,,,,,,,,,328,3,,,,,6,49,,,,,,,,,,,,,,,2218,3,25,78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,6,,,,,,,,,,,52,5,,,,,30,7,,,,,4,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,4079,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1061,24,,,,,,,,,2529,46,,,,,,,,,,,343,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,3990,54,,,,,,,,,,,19,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,30,,,,,,,17,37,,,,,,,178,93,,,,,,,,,2911,40,,,145,52,,,,,,,36,34,,,215,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,35,,,,,,,,,,,,,,,,,50,52,,,,,38,40,,,,,123,56,,,,,,,,,,,,,,,,,,,16,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4112,3817,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,15,,,,,,,,,,,,,28,25,211,83,,,,,,,,,1477,68,4,33,367,30,,,7,10,,,,,,,274,53,,,,,,,,,,,,,,,,,33,30,,,,,,,,,,,,,,,,,21,15,,,,,,,,,117,60,64,56,,,,,,,,,,,11,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138,33,,,17,35,,,,,,,,,,,,,331,22,,,,,202,18,,,,,198,46,,,,,,,,,,,,,,,,,10,22,,,,,,,,,,,,,18,57,,,,,,,,,,,138,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,30
2407,3765,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,249,,,,,,,,,3696,29,,,31,92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
891,3643,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,63,,,,,,,,,,,,,,,227,76,,,,,,,,,2458,48,,,322,32,,,,,,,,,,,381,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11634,3634,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3583,32,,,,,,,,,,,,,,,32,184,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,176
98,3608,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,34,237,73,,,,,,,,,2734,42,,,33,89,,,,,,,30,37,,,85,105,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142,51,,,,,,,,,,,,,20,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,173,27,,,12,38,,,,,,,,,,,,,,,,,,,9,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,36
29146,3391,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,457,48,,,,,,,,,817,105,,,,,,,,,,,,,,,132,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,42,,,,,,,,,,,,,,,,,40,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1934,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
74,3212,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3096,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381,3110,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,36,,,,,,,,,,,,,,,,,,,,,,,,,2659,45,,,322,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,119,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,3107,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,261,69,,,,,,,,,1510,66,1,43,89,63,,,,,,,30,36,,,137,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,47,,,,,,,,,,,,,15,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,40,,,,,,,,,,,769,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,58,,,,,,,,,,,8,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,67
40692,3019,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,144,,,,,,,,,675,119,,,,,,,,,,,8,98,,,131,82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,102,,,,,,,,,,,,,1978,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,49,,,,,,,,,,,32,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4001,2953,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,148,,,,,,,,,654,122,,,,,,,,,,,3,133,,,439,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,25,,,,,,,,,,,,,,,264,32,,,,,,,,,,,,,59,18,,,,,,,,,,,,,,,10,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,79,,,6,46,,,,,,,,,,,,,216,27,,,,,,,,,,,947,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,78,,,,,,,,,,,5,16,,,,,,,,,,,23,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,27
