bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
3955,7848,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,19,,,,,,,187,9,,,,,,,129,116,,,,,,,,,1579,66,,,253,42,,,,,,,,,,,314,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,23,,,,,,,,,,,,,,,554,16,,,,,,,,,,,,,,,133,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,61,,,,,,,,,,,166,46,,,,,,,,,,,,,,,,,,,,,69,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4345,1
2392,7510,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,31,,,,,,,81,20,,,,,,,717,34,,,,,22,11,,,4202,23,,,293,40,,,8,7,131,7,51,33,,,628,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,25,,,,,,,,,,,,,,,333,26,173,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,263,22,,,62,13,,,,,,,,,,,,,,,,,,,,,210,24,,,,,80,34,,,,,,,,,,,,,,,,,,,,,,,,,,,9,18,,,,,,,16,11,,,,,93,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,46
2952,7454,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,4,,,,,,,,,,,,,112,12,799,29,,,,,,,,,3483,28,3,32,664,23,,,1,14,,,165,15,,,853,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,17,,,,,,,7,6,525,17,22,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,255,23,,,78,11,,,,,,,,,,,,,,,,,,,,,,,,,,,80,35,,,,,123,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2398,7168,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,71,,,,,,,,,5898,17,5,23,138,55,,,,,,,17,66,,,421,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,47,,,,,,,,,,,,,,,,,,,,,,,,,24,66,,,,,,,,,,,157,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,51,,,,,,,,,,,,,,,,,12,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39856,7142,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,105,7,,,,,,,,,,,,,,,75,3,,,,,,,80,21,,,,,26,33,548,45,,,,,,,,,1906,57,,,1447,13,,,,,,,,,,,699,22,,,,,,,,,,,,,,,,,,,,,89,17,,,,,,,,,,,123,17,,,,,,,,,,,,,,,673,13,,,,,,,,,,,,,,,21,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,36,,,,,,,,,,,,,,,,,,,,,293,20,,,,,,,,,,,757,15,,,,,,,,,,,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131,34
2386,7086,32,,,,,,,,,,,17,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,28,,,,,,,21,35,,,,,28,30,199,88,,,,,,,,,2348,43,7,13,2695,5,,,,,,,87,28,,,446,31,,,,,,,,,,,,,,,,,,,,,49,25,,,,,,,,,,,45,26,,,,,,,,,,,,,,,175,40,,,,,,,,,,,,,,,31,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,5,93,9,,,,,,,,,,,,,,,,,,,,,58,39,,,,,105,29,,,,,8,117,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,21,,,,,,,,,,,29,11,,,,,,,,,,,12,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,514,17
18011,6237,33,,,,,,,,,,,39,13,,,,,,,,,,,,,,,,,6,5,,,,,,,44,3,,,,,,,,,32,15,,,,,,,35,29,,,,,,,165,99,,,,,,,,,2655,36,7,15,693,22,17,12,,,,,12,83,,,141,77,,,,,,,,,,,,,,,,,,,,,40,29,82,4,,,,,,,,,25,31,,,,,23,15,,,,,,,,,56,93,1138,11,,,,,,,,,10,3,,,26,24,,,,,,,7,4,,,,,,,,,,,6,2,,,,,,,15,5,,,,,22,8,,,,,,,,,,,,,47,61,4,14,4,50,,,,,,,,,,,,,,,,,,,,,87,34,,,,,180,21,,,,,392,25,,,,,,,,,,,,,,,,,8,8,5,4,23,14,,,,,,,,,,,,,18,56,,,,,13,6,,,,,,,,,,,23,19,,,,,11,30,,,9,2,,,,,115,9,,,,,,,,,,,2,9,,,,,,,,,,,,
2921,6149,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,64,,,,,,,,,,,,,,,451,49,,,,,,,,,3964,24,,,,,,,,,,,,,,,191,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1064,13,,,,,,,,,,,,,90,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,203,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5432,6057,35,,,,,,,,,,,113,8,,,10,2,,,,,,,,,,,,,,,16,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,279,72,,,,,,,,,2145,50,,,1182,17,,,,,125,8,19,60,,,159,70,,,,,,,,,,,,,,,18,3,,,,,86,19,556,3,,,,,,,,,,,,,,,314,6,,,,,,,,,166,42,108,52,,,,,,,,,,,,,23,30,,,,,,,,,,,,,,,,,33,7,,,,,,,,,20,3,,,26,3,,,,,,,,,,,,,,,106,37,8,9,32,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49,3,,,62,2,288,4,,,,,,,,,,,18,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,96,41
1917,5527,36,,,,,,,,,,,13,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,43,,,,,,,15,49,,,,,89,15,361,57,,,,,,,,,3018,33,2,38,310,38,,,4,12,97,9,32,46,,,315,43,,,,,,,,,,,,,,,,,,,,,78,22,,,,,,,,,,,,,,,,,,,,,,,,,,,81,75,,,,,,,,,,,,,,,20,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,831,8,,,18,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,116,58,,,,,,,,,,,,,,,,,,,,,5,26,,,,,,,,,,,,,42,39,,,,,,,,,,,,,,,,,,,,,,,6,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,51
2785,5500,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,2,,,,,,,,,,,,,29,29,251,77,,,,,,,,,586,133,2,40,2457,6,,,16,3,,,9,101,,,668,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,713,10,29,89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,548,12,,,,,,,,,,,,,,,,,,,,,4,1,,,46,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,1,,,,,,,,,,,,,,,,,46,63
1111,5431,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,14,,,,,,,,,,,,,,,721,33,,,,,75,8,,,3276,29,,,478,29,,,,,,,,,,,149,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,698,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2407,4767,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,245,,,,,,,,,4673,20,,,49,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,4704,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,24,,,,,,,,,,,,,,,,,,,,,,,,,3026,32,,,1048,18,,,,,,,,,,,304,46,,,,,,,,,,,,,,,,,,,,,24,38,,,,,,,,,,,,,,,,,,,,,,,,,,,230,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
124742,4677,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,59,135,110,,,,,,,,,4313,22,,,,,,,,,,,,,,,73,109,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,4581,42,,,,,,,,,,,25,15,,,,,,,11,5,,,,,,,,,,,6,22,,,,,,,,,3,8,,,,,13,32,,,,,,,28,30,,,,,,,199,89,,,,,,,,,2552,38,7,14,372,31,,,,,16,20,12,81,,,151,72,,,,,,,,,,,,,,,,,,,,,45,26,,,,,,,,,,,20,36,,,,,,,,,,,,,,,165,43,133,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,59,,,,,,,,,,,4,4,,,,,,,,,,,,,46,47,,,,,110,26,,,11,12,393,24,,,,,,,,,,,,,,,,,,,4,5,6,25,,,,,,,,,,,,,26,50,,,,,,,,,,,,,,,,,13,26,,,,,,,,,,,,,,,18,15,,,,,,,,,,,,,,,,,,,,,,,141,32
483,4489,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,51,,,,,,,23,34,,,,,14,41,162,102,,,,,,,,,2858,34,6,17,53,93,,,,,,,29,47,,,260,53,,,,,,,,,,,,,,,,,,,,,24,37,,,,,,,,,,,,,,,,,,,,,,,3,5,,,149,47,489,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,60,,,15,34,,,,,,,,,,,,,,,,,,,,,32,59,,,,,55,39,,,,,150,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,58,,,,,,,,,,,,,,,,,19,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,47
36218,4448,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,39,,,,,,,38,27,,,,,7,58,936,26,,,,,,,,,2234,49,,,62,83,,,,,,,33,44,,,160,68,,,,,,,,,,,,,,,,,,,,,13,46,,,,,,,,,,,,,,,,,,,,,,,,,,,48,100,665,15,,,,,,,,,,,,,14,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,55,,,24,27,,,,,,,,,,,,,,,,,,,,,21,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,50,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,45
4192,4434,45,,,,,,,,,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,22,,,,,,,46,26,,,,,78,18,1025,25,,,,,,,,,5,1022,,,193,44,,,,,,,52,32,,,271,51,,,,,,,,,,,,,2,9,,,,,,,16,43,,,,,,,,,,,54,24,,,,,,,,,,,,,,,355,23,650,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,42,,,,,,,,,,,,,,,,,,,,,,,,,83,35,,,,,,,,,,,1285,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,32,,,,,,,,,,,,,,,,,,,,,,,33,18,,,,,,,,,,,,,,,,,,,,,3,8,,,,,,,,,,,99,39
30549,4284,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,31,,,,,14,44,406,51,,,,,,,,,2798,35,,,164,48,,,,,,,,,,,166,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,51,246,32,,,,,,,,,,,,,6,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,54,,,27,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13713,4247,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,55,,,,,,,,,,,,,56,22,634,38,,,,,,,,,1237,79,,,343,35,,,2,13,,,46,34,,,722,21,,,,,,,,,,,,,,,,,,,,,35,30,,,,,,,,,,,9,48,,,,,,,,,,,3,7,,,147,48,168,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,93,33,,,,,418,12,,,,,141,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,45,,,,,,,,,,,,,,,,,33,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,37
1258,4190,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,46,,,,,,,653,37,,,,,,,,,3494,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11733,4103,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,125,118,,,,,,,6,1,1246,78,,,,,,,,,,,,,,,208,61,,,,,,,,,,,,,,,,,,,,,,,,,,,283,3,,,,,17,40,,,,,,,,,,,,,,,2056,3,46,74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,,,,,,,,,,,55,5,,,,,37,8,,,,,13,70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9209,4062,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,59,,,,,,,,,,,,,88,16,334,60,,,,,,,,,2330,44,,,86,68,,,,,12,22,145,20,,,10,323,,,,,,,,,,,,,,,,,,,,,11,47,,,,,,,,,,,17,39,,,,,,,,,,,,,,,191,35,133,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,179,29,3,15,75,12,,,,,,,,,,,,,,,,,,,,,157,27,,,,,,,,,,,194,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,27,,,,,,,,,,,7,17,,,,,,,,,,,,,,,,,,,,,12,18,,,,,,,,,,,,,,,,,,,,,,,,
5894,4004,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,27,,,,,,,,,,,,,,,262,74,,,,,,,,,1600,61,,,357,33,,,,,,,26,49,,,226,58,,,,,,,,,,,,,,,,,,,,,50,24,,,,,,,,,,,,,,,,,,,,,,,,,,,165,44,334,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,18,,,,,435,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,37,,,,,,,,,,,,,,,,,16,25,,,,,32,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,40
41114,3733,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3142,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,122,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,325,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,235,24
1269,3672,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1223,23,,,,,,,,,1438,72,,,,,,,,,,,575,5,,,32,172,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,404,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,3512,54,,,,,,,,,,,172,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,160,106,,,,,,,,,1753,59,,,287,41,,,,,,,19,58,,,130,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,11,,,,,,,,,94,66,636,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,43,,,,,,,,,,,,,,,,,57,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
188834,3374,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,860,28,,,,,,,,,2378,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
178900,3365,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,17,,,,,,,304,65,,,,,,,,,2382,40,,,,,,,,,,,,,,,93,99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,42,,,,,,,,,,,,,,,147,50,63,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,78,36,,,,,,,,,,,160,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,3335,57,,,,,4,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,42,,,,,,,,,,,,,8,54,234,80,,,,,,,,,2376,42,,,163,49,,,,,,,,,,,106,89,,,,,,,,,,,,,,,,,,,,,25,34,,,,,,,,,,,,,,,,,,,,,,,,,,,131,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,56,,,,,,,,,,,,,,,,,,,,,,,,,97,31,,,,,63,38,,,,,,,,,,,,,,,,,,,,,,,,,1,6,3,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,52
68448,3324,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,46,,,,,,,,,,,,,8,55,282,68,,,,,,,,,2285,45,,,,,,,,,,,,,,,346,40,,,,,,,,,,,,,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145,52,25,91,,,,,,,,,,,,,25,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,78,,,,,,,,,,,2,7,,,,,,,,,,,,,53,42,,,,,21,58,,,,,96,65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9364,3196,59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2450,11,,,,,,,,,633,125,,,,,,,,,,,,,,,42,148,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,68,,,,,,,,,,,,,,,,,,,,,,,,,33,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
