bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,as,as_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,ti,ti_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
50381,13801,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,31,1127,31,,,,,,,,,,,10156,16,,,589,35,,,,,51,16,126,25,,,,,218,68,,,,,,,,,,,,,,,,,,,,,,,111,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,664,17,127,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,293,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,12059,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28,35,,,,,,,1356,24,,,,,,,,,,,10602,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381,11680,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,23,,,,,,,,,,,,,,,43,341,,,,,,,,,,,10793,13,,,685,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4192,11669,28,,,,,,,,,,,,,,,,,,,3,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,28,,,,,,,48,24,,,,,50,21,1150,29,,,,,,,25,14,,,6560,23,,,309,46,,,,,,,44,44,,,,,376,51,,,,,,,,,,,,,,,3,6,,,,,,,40,38,,,,,,,,,,,36,29,,,,,,,,,,,,,,,,,359,34,443,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,37,,,,,,,,,,,,,,,,,,,,,,,,,148,32,,,,,,,,,,,,,1644,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,35,,,,,,,,,,,,,,,,,,,,,,,,,,,34,26,,,,,,,,,,,,,,,,,,,,,6,10,,,,,,,,,,,93,45
2785,11575,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,207,2,,,,,,,,,,,,,25,34,323,78,,,,,,,,,,,785,133,4,31,5712,6,,,19,4,,,23,63,,,,,793,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,50,,,,,,,,,,,,,,,,,834,13,56,79,,,,,,,,,,,,,,,,,,,,,5,9,,,,,11,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2614,1,,,,,,,,,,,,,,,,,,,,,12,1,,,65,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,,,,,,,,,,,,,,,,,70,58
2952,11462,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,8,,,,,,,,,,,,,127,11,1198,28,,,,,,,,,,,6282,24,3,40,1008,28,,,8,10,,,198,14,,,,,1078,20,,,,,,,,,,,,,,,,,,,,,,,14,48,,,,,,,,,,,,,,,,,,,17,15,,,,,,,10,7,441,25,40,91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,366,26,,,71,14,,,,,,,,,,,,,,,,,,,,,,,,,,,132,36,,,,,,,116,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,11309,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5,37,14,,,,,,,,,,,,,,,27,27,,,,,,,153,15,,,6,6,20,39,1147,30,,,,,,,33,13,,,4058,37,7,16,583,37,,,,,,,219,11,,,,,983,23,,,,,,,,,,,,,,,,,,,,,,,40,37,,,,,,,,,,,115,18,,,,,,,,,,,,,,,,,552,21,454,29,,,,,,,,,,,,,96,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,592,16,10,10,68,16,,,,,,,,,,,,,,,,,,,,,366,21,,,,,198,28,,,,,,,907,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,113,22,,,,,,,,,,,,,,,,,,,,,,,,,,,1,56,,,,,,,,,7,32,,,,,,,,,,,,,,,,,,,,,,,504,18
2921,11150,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,35,,,,,,,,,,,,,,,615,54,,,,,,,,,,,5304,27,,,,,,,,,,,,,,,,,217,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4326,4,,,,,,,,,,,,,116,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,298,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,259,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,10472,33,,,,,,,,,,,91,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,26,,,,,,,38,30,,,,,33,27,284,83,,,,,,,,,,,3516,45,3,39,4124,8,,,,,,,53,36,,,,,595,33,,,,,,,,,,,,,,,,,,,,,,,52,31,,,,,,,,,,,65,21,,,,,,,,,,,,,,,,,271,41,,,,,,,,,,,,,,,31,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,12,142,8,,,,,,,,,,,,,,,,,,,,,100,38,,,,,202,27,,,,,,,7,127,,,,,,,,,,,,,,,,,,,,,11,21,,,,,,,,,,,,,101,25,,,,,,,,,,,,,26,11,,,,,,,,,,,,,29,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,2,658,15
2392,10195,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,24,,,,,,,133,16,,,,,,,771,40,,,,,,,42,12,,,5734,26,,,256,49,,,5,14,211,8,52,38,,,,,818,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,23,,,,,,,,,,,,,,,,,423,29,332,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,516,20,,,64,19,,,,,,,,,,,,,,,,,,,,,395,20,,,,,139,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,14,,,,,,,19,15,,,,,86,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,47
18011,9188,35,11,7,,,,,,,,,53,20,,,,,,,,,,,,,,,,,,,10,6,,,,,,,49,4,,,,,,,,,10,46,,,,,,,41,29,,,,,,,365,72,,,,,,,,,,,4444,33,8,14,1025,27,22,14,4,17,,,13,96,,,,,193,80,,,,,,,,,,,,,,,,,,,,,,,60,29,123,4,,,11,16,,,,,25,35,,,,,,,14,16,,,,,,,,,117,68,957,16,,,,,,,,,6,4,,,33,29,,,,,,,,,7,3,,,6,10,,,,,,,10,2,,,,,,,24,5,,,,,28,8,,,,,,,,,,,,,64,68,2,19,9,39,,,,,,,,,,,,,,,,,,,,,122,36,,,,,326,19,,,,,,,645,24,,,,,,,,,,,,,,,,,2,13,10,4,14,17,,,,,,,,,,,,,26,56,,,,,18,6,,,,,,,,,,,,,,,31,26,,,,,48,20,,,9,2,,,,,91,10,,,,,,,,,,,7,9,,,,,,,,,,,95,44
5432,9153,36,,,,,,,,,,,349,9,,,5,2,,,,,,,,,,,,,,,,,153,8,,,,,84,3,,,,,,,,,7,56,,,,,,,,,,,,,,,398,68,,,,,,,,,,,2883,50,,,2457,13,,,,,233,7,48,40,,,,,178,85,,,,,,,,,,,,,,,,,48,3,,,,,114,18,181,3,,,,,,,,,,,,,,,,,228,7,,,,,,,,,250,43,197,44,,,,,,,,,,,,,18,43,,,,,,,,,,,,,,,,,,,78,4,,,,,,,,,40,3,,,25,3,,,,,,,,,,,,,,,184,39,11,9,31,27,,,,,,,,,,,,,,,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,8,,,,,53,42,,,,,320,2,,,119,2,,,143,5,,,,,,,,,,,,,133,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,39
6819,8851,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,45,22,4972,4,,,,,,,,,,,1785,69,8,13,147,68,,,,,,,46,42,,,,,213,71,,,,,,,,,,,,,,,,,,,,,,,52,32,,,,,,,,,,,,,,,,,,,,,,,,,8,3,,,316,37,192,45,,,,,,,,,,,,,10,63,,,,,,,6,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,2,,,,,79,62,,,14,33,,,,,,,,,,,,,,,,,,,,,509,16,,,,,35,53,,,,,,,164,50,,,,,,,,,,,,,,,,,,,,,21,15,,,,,,,,,,,,,95,27,,,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,54
39856,8619,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,148,9,,,,,,,,,,,,,,,50,12,,,,,,,88,21,,,,,21,38,742,41,,,,,,,,,,,2134,62,,,1724,19,,,,,,,38,47,,,,,453,43,,,,,,,,,,,,,,,,,,,,,,,163,11,,,,,,,,,,,37,28,,,,,,,,,,,,,,,,,991,9,,,,,,,,,,,,,,,20,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,36,,,,,,,,,,,,,,,,,,,,,262,24,,,,,155,31,,,,,,,1410,13,,,,,,,,,,,2,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,111,37
2719,8179,39,,,,,,,,,,,163,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,93,,,,,,,12,49,,,,,53,19,697,45,,,,,,,,,,,4998,32,6,19,378,42,12,18,,,,,60,33,,,,,595,34,,,,,,,,,,,,,,,,,,,,,,,130,14,,,,,,,,,,,23,36,,,,,,,,,,,,,,,,,296,40,,,,,,,,,,,,,,,36,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,57,,,,,,,,,,,,,,,,,,,,,,,,,81,43,,,,,,,,,,,,,259,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,37,,,,,,,,,,,,,,,,,,,,,,,,,,,29,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,197,28
12745,8027,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,32,,,,,,,,,,,,,,,82,217,,,,,,,,,,,487,188,,,7270,3,,,,,,,,,,,,,77,137,,,,,,,2,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30549,7981,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,57,,,,,,,45,26,,,,,12,48,648,51,,,,,,,,,,,5216,28,,,381,41,,,4,18,,,,,,,,,385,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,53,,,,,,,,,,,,,,,,,200,51,268,38,,,,,,,,,,,,,116,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,33,,,31,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,280,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,161,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2398,7902,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,33,351,75,,,,,,,,,,,6071,25,7,17,246,51,,,,,,,32,51,,,,,502,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,100,169,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,61,,,,,,,,,,,,,,,,,,,,,,,,,60,48,,,,,,,,,,,,,227,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,45,,,,,,,,,,,,,,,,,,,,,24,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,7864,43,,,,,,,,,,,24,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,33,,,,,,,23,38,,,,,90,13,549,57,,,,,,,,,,,4103,35,6,18,445,40,,,8,9,190,10,34,49,,,,,523,38,,,,,,,,,,,,,,,,,,,,,,,78,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,114,70,,,,,,,,,,,,,,,22,36,,,,,,,,,,,,,6,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1320,7,,,19,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,140,56,,,,,,,,,,,,,,,,,,,,,8,23,,,,,,,,,,,,,65,36,,,,,,,,,,,,,,,,,,,,,,,,,,,10,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,59
1602,7484,44,,,,,12,2,,,,,66,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,21,,,,,,,,,,,,,28,29,474,63,,,,,,,,,,,5191,30,9,10,515,38,,,,,,,,,,,,,202,76,,,,,,,,,,,,,,,,,,,,,,,45,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,48,,,,,,,,,,,,,,,,,,,,,,,,,127,35,,,,,147,33,,,,,,,224,46,,,,,,,,,,,,,,,,,,,5,6,12,19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67,60
2281,6984,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,30,,,,,,,,,,,,,,,,,,,,,,,,,,,3840,40,,,2161,17,,,,,,,,,,,,,509,40,,,,,,,,,,,,,,,,,,,,,,,37,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,341,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
36218,6899,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,66,,,,,,,35,32,,,,,12,49,1292,27,,,,,,,,,,,3776,42,,,81,90,,,,,,,34,50,,,,,254,63,,,,,,,,,,,,,,,,,,,,,,,16,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,91,845,17,,,,,,,,,,,,,21,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,199,35,,,39,24,,,,,,,,,,,,,,,,,,,,,61,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,36
188834,6841,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,973,32,,,,,,,,,,,5153,31,,,,,,,,,,,,,,,,,531,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,184,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,6512,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,31,,,,,,,,,,,,,,,834,35,,,,,,,114,7,,,3833,41,,,690,32,,,,,,,,,,,,,139,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,881,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,6207,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,44,,,,,,,42,28,,,,,13,47,235,100,,,,,,,,,,,4370,34,3,35,81,89,,,,,,,20,70,,,,,314,59,,,,,,,,,,,,,,,,,,,,,,,21,42,,,,,,,,,,,,,,,,,,,,,,,,,4,6,,,200,50,426,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,64,,,11,35,,,,,,,,,,,,,,,,,,,,,36,64,,,,,60,40,,,,,,,140,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,76,,,,,,,,,,,,,,,,,,,,,45,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,48
2399,5864,50,,,,,,,,,,,52,21,,,,,,,,,7,6,,,,,,,,,,,23,17,,,,,,,,,3,9,,,,,60,10,,,,,,,22,39,,,,,,,236,98,,,,,,,20,16,,,2256,59,4,30,1171,23,,,,,14,21,21,66,,,,,191,82,,,,,,,,,,,,,,,,,,,,,,,100,23,,,,,,,,,,,27,32,,,,,,,,,,,,,,,,,403,31,186,46,,,,,,,,,,,,,,,,,,,,,,,,,,,5,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,56,,,,,,,,,,,6,8,,,,,,,,,,,,,82,42,,,,,147,34,,,,,14,13,454,30,,,,,,,,,,,,,,,,,,,6,5,13,18,,,,,,,,,,,,,28,54,,,,,,,,,,,,,,,,,,,,,67,17,,,,,,,,,,,,,,,46,17,,,,,,,,,,,,,,,,,,,,,,,109,38
1269,5660,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1961,19,,,,,,,,,,,2536,55,,,,,,,,,,,613,5,,,,,99,118,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,5604,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,779,38,,,,,,,,,,,612,161,,,1261,22,,,,,,,,,,,,,40,187,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,77,1244,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,24,,,,,,,635,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,257,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421,21
13713,5604,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,63,,,,,,,,,,,,,51,20,772,39,,,,,,,,,,,1393,87,,,601,34,,,8,11,,,101,29,,,,,680,31,,,,,,,,,,,,,,,,,,,,,,,43,34,,,,,,,,,,,17,42,,,,,,,,,,,,,5,5,,,488,23,216,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,44,,,,,,,,,,,,,,,,,,,,,,,,,151,31,,,,,434,18,,,,,,,156,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37,48,,,,,,,,,,,,,,,,,,,,,124,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,170,32
2407,5438,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,264,,,,,,,,,,,5212,29,,,164,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9209,5256,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,89,,,,,,,,,,,,,33,28,609,55,,,,,,,,,,,2964,48,,,137,72,,,,,12,23,107,28,,,,,6,414,,,,,,,,,,,,,,,,,,,,,,,14,49,,,,,,,,,,,16,44,,,,,,,,,,,,,,,,,212,46,137,54,,,,,,,,,,,,,16,48,,,,,,,,,,,,,,,,,,,6,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,198,36,2,16,136,9,,,,,,,,,,,,,,,,,,,,,174,30,,,,,,,,,,,,,369,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83,30,,,,,,,,,,,,,12,16,,,,,,,,,,,,,,,,,,,,,,,11,30,,,,,,,,,,,,,,,,,,,,,,,,
