bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,ba,ba_rank,bar,bar_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fo,fo_rank,fr,fr_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nrm,nrm_rank,oc,oc_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,yi,yi_rank,za,za_rank,zh,zh_rank
39856,7401,29,,,,,,,,,,,,,,,,,,,,,,,,,,,132,6,,,,,,,,,,,,,,,23,19,,,,,,,86,16,,,,,16,31,615,45,,,,,,,,,2856,41,,,,,,,,,,,,,,,852,21,,,,,,,,,,,,,,,,,55,21,,,,,,,,,,,114,19,,,,,,,,,,,,,,,583,17,,,,,,,,,,,,,12,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,39,,,,,,,,,,,,,474,13,,,,,,,,,,,,,1259,14,,,,,,,4,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,229,25
2952,7314,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,10,,,,,,,,,,,,,81,12,865,31,,,,,,,,,3596,31,7,18,683,21,,,6,8,,,170,7,,,647,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,14,,,,,,,,,462,24,24,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,20,,,71,14,,,,,,,,,,,,,,,,,,,79,30,,,,,,,165,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18011,7126,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3,,,,,,,,,15,28,,,,,,,67,20,,,,,,,245,72,,,,,,,,,2776,42,10,12,690,19,9,15,,,,,16,59,,,188,68,,,,,,,,,,,,,,,,,35,28,21,5,,,,,,,,,33,30,,,,,17,16,,,,,,,,,75,80,1525,9,,,,,,,,,,,53,18,,,,,,,,,9,3,,,,,,,,,,,,,,,11,3,,,,,14,8,,,,,,,,,,,,,50,57,6,14,12,36,,,,,,,,,,,,,82,39,,,,,203,18,,,,,,,691,27,,,,,,,,,,,,,9,6,14,2,9,20,,,,,,,,,,,,,29,44,,,,,19,4,,,,,,,,,,,70,17,,,,,23,16,,,,,,,,,78,7,,,,,,,,,,,,,,,,,,,,,,
2386,6834,32,,,,,,,,,,,11,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,6,,,,,,,35,24,,,,,,,,,,,,,,,,,3240,35,4,34,1676,9,,,,,,,68,25,,,409,38,,,,,,,,,,,,,,,,,47,24,,,,,,,,,,,33,29,,,,,,,,,,,,,,,235,35,,,,,,,,,,,,,27,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,12,84,9,,,,,,,,,,,,,63,49,,,,,58,35,,,,,,,24,93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,20,,,,,,,,,,,11,13,,,,,,,,,,,9,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,1,644,11
2921,6346,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,42,,,,,,,,,,,,,,,510,47,,,,,,,,,4088,26,,,,,,,,,,,,,,,231,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1155,12,,,,,,,,,,,46,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,175,24,,,,,,,,,,,,,,,,,,,,,,,133,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1917,6152,34,,,,,,,,,,,11,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,26,,,,,,,25,29,,,,,106,9,326,61,,,,,,,,,3792,29,5,25,222,40,,,,,95,9,17,55,,,366,41,,,,,,,,,,,,,,,,,62,19,,,,,,,,,,,,,,,,,,,,,,,,,,,85,71,,,,,,,,,,,,,15,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,521,11,,,20,30,,,,,,,,,,,,,,,,,,,,,,,,,,,128,57,,,,,,,,,,,,,,,,,7,23,,,,,,,,,,,,,44,35,,,,,,,,,,,,,,,,,,,,,,,1,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288,21
36218,6115,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,44,,,,,,,59,21,,,,,10,40,987,27,,,,,,,,,3489,33,,,,,,,,,,,17,58,,,205,64,,,,,,,,,,,,,,,,,16,38,,,,,,,,,,,,,,,,,,,,,,,,,,,123,57,801,14,,,,,,,,,,,27,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,118,34,,,15,34,,,,,,,,,,,,,63,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,60,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,117,37
2398,6041,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,228,79,,,,,,,,,5045,21,4,35,,,,,,,,,19,50,,,412,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,55,,,,,,,,,,,,,,,,,87,37,,,,,,,,,,,,,129,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,49,,,,,,,,,,,,,,,,,33,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2785,6007,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,103,2,,,,,,,,,,,,,12,34,303,66,,,,,,,,,616,128,5,27,2532,5,,,16,2,,,2,141,,,1020,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,578,18,70,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,694,8,,,,,,,,,,,,,,,6,1,31,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,,,,,,,,,,,,,,,13,123
483,5932,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,27,,,,,,,,,,,,,24,26,240,74,,,,,,,,,4009,27,,,,,,,,,,,23,42,,,476,29,,,,,,,,,,,,,,,,,11,42,,,,,,,,,,,,,,,,,,,,,,,5,3,,,124,55,430,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,56,,,16,31,,,,,,,,,,,,,30,65,,,,,53,37,,,,,,,249,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,54,,,,,,,,,,,,,,,,,58,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,39
5894,5914,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,29,,,,,,,,,,,,,,,369,56,,,,,,,,,2180,55,,,409,28,,,,,,,42,33,,,390,39,,,,,,,,,,,,,,,,,61,20,,,,,,,,,,,,,,,,,,,,,,,,,,,209,38,635,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97,45,,,,,,,,,,,,,,,,,,,,,,,222,16,,,,,,,1166,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,16,,,,,41,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30549,5824,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,26,,,,,11,37,309,64,,,,,,,,,4366,24,,,,,,,,,,,,,,,238,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,56,330,25,,,,,,,,,,,13,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,36,,,10,38,,,,,,,,,,,,,,,,,,,,,,,,,,,216,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1111,5812,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,48,,,,,,,,,,,,,,,828,33,,,,,85,7,,,3424,34,,,485,24,,,,,,,,,,,278,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,706,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4192,5774,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,30,,,,,,,70,19,,,,,39,18,1012,24,,,,,,,,,6,952,,,255,36,,,,,,,62,26,,,219,61,,,,,,,,,,,5,4,,,,,20,35,,,,,,,,,,,118,17,,,,,,,,,,,,,,,487,23,456,23,,,,,,,,,,,,,,,,,,,,,,,,,,,11,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,258,19,,,,,,,,,,,,,,,,,137,31,,,,,,,,,,,,,2502,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87,22,,,,,,,,,,,,,,,,,,,,,,,17,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2399,5752,43,,,,,,,,,,,39,12,,,,,,,12,3,,,,,,,6,21,,,,,,,,,4,8,,,,,41,8,,,,,,,17,37,,,,,,,325,62,,,,,,,,,2369,51,10,11,1168,14,,,,,13,14,14,62,,,235,57,,,,,,,,,,,,,,,,,33,29,,,,,,,,,,,51,24,,,,,,,,,,,,,,,336,27,163,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,47,,,,,,,6,3,,,,,,,,,110,34,,,,,116,25,,,,,9,12,384,33,,,,,,,,,,,,,,,,,20,13,,,,,,,,,,,,,17,55,,,,,,,,,,,,,,,,,24,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,35
4112,5731,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,33,,,,,,,,,,,,,30,23,235,77,,,,,,,,,2883,39,5,29,408,29,,,2,13,,,,,,,342,43,,,,,,,,,,,,,,,,,41,26,,,,,,,,,,,,,,,,,21,15,,,,,,,,,297,31,73,55,,,,,,,,,,,18,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,30,,,15,33,,,,,,,,,,,,,257,23,,,,,382,9,,,,,,,248,42,,,,,,,,,,,,,,,,,5,26,,,,,,,,,,,,,8,76,,,,,,,,,,,83,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,223,26
41114,5332,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5260,20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9209,5048,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,74,,,,,,,,,,,,,20,28,691,38,,,,,,,,,3222,36,,,30,95,,,,,,,52,29,,,4,359,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,35,,,,,,,,,,,,,,,198,40,3,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,8,,,,,,,,,,,,,,,,,,,,,,,,,,,126,32,2,17,49,18,,,,,,,,,,,,,186,27,,,,,,,,,,,,,344,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,30,,,,,,,,,,,22,10,,,,,,,,,,,,,,,,,,,,,8,12,,,,,,,,,,,,,,,,,,,,,,
1258,4786,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,33,,,,,,,1229,17,,,,,,,,,3521,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2281,4617,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,31,,,,,,,,,,,,,,,,,,,,,,,,,2913,37,,,1097,15,,,,,,,,,,,297,49,,,,,,,,,,,,,,,,,37,27,,,,,,,,,,,,,,,,,,,,,,,,,,,238,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13713,4504,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,51,,,,,,,,,,,,,19,29,896,30,,,,,,,,,1591,62,,,174,46,,,5,12,,,39,35,,,588,26,,,,,,,,,,,,,,,,,19,36,,,,,,,,,,,12,40,,,,,,,,,,,2,6,,,146,46,240,30,,,,,,,,,,,,,,,,,,,,,,,,,,,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,35,,,,,188,20,,,,,,,19,97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,47,,,,,,,,,,,,,,,,,142,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,281,22
3955,4458,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,50,,,,,,,14,41,,,,,,,187,94,,,,,,,,,2061,57,,,267,34,,,,,,,,,,,429,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,22,,,,,,,,,,,,,,,749,10,,,,,,,,,,,,,240,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,337,19
28,4084,51,,,,,,,,,,,170,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,352,58,,,,,,,,,2353,52,,,467,27,,,,,,,13,66,,,271,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,191,41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,38,,,,,,,,,,,,,,,,,180,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9364,4045,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3556,6,,,,,,,,,420,166,,,,,,,,,,,,,,,52,129,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,3996,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,987,26,,,,,,,,,2542,49,,,,,,,,,,,324,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11634,3868,54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3796,28,,,,,,,,,,,,,,,30,171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,79
11733,3702,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,107,132,,,,,,,7,1,929,97,,,,,,,,,,,,,,,169,70,,,,,,,,,,,,,,,,,,,,,,,288,3,,,,,9,43,,,,,,,,,,,,,,,2088,3,31,73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,7,,,,,,,,,,,38,5,,,,,22,7,,,,,3,98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,
11930,3691,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,71,18,,,,,,,108,130,,,,,,,,,1101,83,,,,,29,8,,,,,23,44,,,41,147,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,47,,,,,,,,,,,,,,,,,682,17,,,,,,,,,,,96,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1083,17,,,,,,,,,,,,,,,,,5,27,,,,,,,,,,,,,4,95,,,,,,,,,,,,,,,,,,,,,,,15,22,,,,,,,,,77,8,,,,,,,,,,,,,,,,,,,,,350,17
2407,3684,57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25,321,,,,,,,,,3633,30,,,26,101,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1293,3591,58,,,,,,,,,,,17,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,45,,,,,,,8,52,,,,,,,175,99,,,,,,,,,2602,45,,,140,53,,,,,,,32,38,,,191,66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108,39,,,,,,,,,,,,,,,,,53,51,,,,,40,42,,,,,,,129,55,,,,,,,,,,,,,,,,,,,14,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2932,3551,59,,,,,,,,,,,,,,,,,,,,,,,,,,,5,22,,,,,,,,,5,7,,,,,19,23,,,,,,,,,,,8,3,34,22,,,,,,,,,,,2603,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,26,,,,,,,,,,,,,12,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,76,,,,,104,26,,,,,,,538,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,120,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,67
98,3395,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,30,218,81,,,,,,,,,2651,43,,,29,96,,,,,,,19,49,,,57,121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,51,,,,,,,,,,,,,23,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,43,,,29,27,,,,,,,,,,,,,,,,,,,9,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79,43
891,3370,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,76,,,,,,,,,,,,,,,198,89,,,,,,,,,2280,53,,,323,31,,,,,,,,,,,330,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,238,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3967,3300,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,219,80,,,,,,,,,2550,47,,,,,,,,,,,,,,,126,81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,102,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,70,,,,,,,,,,,,,258,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59,52
29146,3121,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,442,49,,,,,,,,,837,105,,,,,,,,,,,,,,,99,88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,39,,,,,,,,,,,,,,,,,32,72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1698,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34848,3087,64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,75,380,54,,,,,,,,,2187,54,,,186,43,,,,,,,11,77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,69,136,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,79,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,50
