bgg_id,page_views,rank,af,af_rank,als,als_rank,am,am_rank,an,an_rank,ang,ang_rank,ar,ar_rank,arc,arc_rank,arz,arz_rank,ast,ast_rank,az,az_rank,azb,azb_rank,ba,ba_rank,bar,bar_rank,bcl,bcl_rank,be,be_rank,bg,bg_rank,bh,bh_rank,bjn,bjn_rank,bn,bn_rank,bo,bo_rank,br,br_rank,bs,bs_rank,bxr,bxr_rank,ca,ca_rank,cdo,cdo_rank,ce,ce_rank,ckb,ckb_rank,cs,cs_rank,cv,cv_rank,cy,cy_rank,da,da_rank,de,de_rank,diq,diq_rank,dsb,dsb_rank,dv,dv_rank,el,el_rank,eml,eml_rank,en,en_rank,eo,eo_rank,es,es_rank,et,et_rank,eu,eu_rank,fa,fa_rank,fi,fi_rank,fj,fj_rank,fo,fo_rank,fr,fr_rank,frp,frp_rank,frr,frr_rank,fy,fy_rank,ga,ga_rank,gan,gan_rank,gcr,gcr_rank,gd,gd_rank,gl,gl_rank,gu,gu_rank,hak,hak_rank,haw,haw_rank,he,he_rank,hi,hi_rank,hif,hif_rank,hr,hr_rank,hsb,hsb_rank,ht,ht_rank,hu,hu_rank,hy,hy_rank,hyw,hyw_rank,ia,ia_rank,id,id_rank,ie,ie_rank,ilo,ilo_rank,io,io_rank,is,is_rank,it,it_rank,ja,ja_rank,jam,jam_rank,jbo,jbo_rank,jv,jv_rank,ka,ka_rank,kk,kk_rank,kn,kn_rank,ko,ko_rank,ku,ku_rank,kw,kw_rank,ky,ky_rank,la,la_rank,lb,lb_rank,lez,lez_rank,lfn,lfn_rank,li,li_rank,lt,lt_rank,lv,lv_rank,mai,mai_rank,mg,mg_rank,min,min_rank,mk,mk_rank,ml,ml_rank,mn,mn_rank,mr,mr_rank,ms,ms_rank,mwl,mwl_rank,my,my_rank,nah,nah_rank,nds,nds_rank,ne,ne_rank,new,new_rank,nl,nl_rank,nn,nn_rank,no,no_rank,nov,nov_rank,nrm,nrm_rank,nso,nso_rank,oc,oc_rank,olo,olo_rank,or,or_rank,os,os_rank,pa,pa_rank,pcd,pcd_rank,pih,pih_rank,pl,pl_rank,pnb,pnb_rank,ps,ps_rank,pt,pt_rank,qu,qu_rank,rm,rm_rank,ro,ro_rank,ru,ru_rank,rue,rue_rank,sa,sa_rank,sah,sah_rank,sat,sat_rank,sc,sc_rank,scn,scn_rank,sco,sco_rank,se,se_rank,sh,sh_rank,si,si_rank,sk,sk_rank,sl,sl_rank,so,so_rank,sq,sq_rank,sr,sr_rank,stq,stq_rank,su,su_rank,sv,sv_rank,sw,sw_rank,szl,szl_rank,ta,ta_rank,tcy,tcy_rank,te,te_rank,tg,tg_rank,th,th_rank,tk,tk_rank,tl,tl_rank,tr,tr_rank,tt,tt_rank,tyv,tyv_rank,uk,uk_rank,ur,ur_rank,uz,uz_rank,vec,vec_rank,vep,vep_rank,vi,vi_rank,vls,vls_rank,vo,vo_rank,wa,wa_rank,war,war_rank,wo,wo_rank,wuu,wuu_rank,xal,xal_rank,xh,xh_rank,xmf,xmf_rank,yi,yi_rank,za,za_rank,zh,zh_rank
2392,19413,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,24,,,,,,,200,14,,,,,,,1251,36,,,,,,,137,8,,,10137,21,,,775,38,,,6,11,394,8,202,25,,,,,1839,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112,21,,,,,,,,,,,,,,,,,1711,12,269,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,927,13,,,155,17,,,,,,,,,,,,,,,,,,,,,656,17,,,,,295,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33,14,,,,,,,24,15,,,,,112,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,146,36
2952,18718,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,10,,,,,,,,,,,,,167,10,1964,23,,,,,,,,,,,8511,27,1,54,1837,23,,,5,13,,,390,10,,,,,2094,15,,,,,,,,,,,,,,,,,,,,,,,7,53,,,,,,,,,,,,,,,,,,,20,17,,,,,,,9,7,1156,20,29,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,421,24,,,1169,3,,,,,,,,,,,,,,,,,,,,,,,,,,,223,31,,,,,,,192,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,433,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1258,17039,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,42,,,,,,,2177,20,,,,,,,,,,,14705,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,128,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2381,16431,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47,20,,,,,,,,,,,,,,,69,260,,,,,,,,,,,14088,15,,,1644,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,583,34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
822,16376,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,5,40,15,,,,,,,,,,,,,,,42,21,,,,,,,211,13,,,5,9,22,38,1866,27,,,,,,,86,11,,,5482,41,11,9,921,33,,,,,,,364,12,,,,,1702,19,,,,,,,,,,,,,,,,,,,,,,,73,32,,,,,,,,,,,184,16,,,,,,,,,,,,,,,,,1226,19,439,26,,,,,,,,,,,,,83,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,682,17,13,6,148,18,,,,,,,,,,,,,,,,,,,,,582,19,,,,,312,23,,,,,,,1166,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,206,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,22,,,,,,,,,,,,,,,,,,,,,,,486,19
30549,15715,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,54,,,,,,,79,25,,,,,14,50,1547,31,,,,,,,,,,,9837,23,,,714,39,,,3,20,,,,,,,,,835,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,40,,,,,,,,,,,,,,,,,512,36,669,21,,,,,,,,,,,,,124,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,398,26,,,119,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2386,15199,31,,,,,,,,,,,112,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,23,,,,,,,60,27,,,,,36,31,416,78,,,,,,,,,,,4361,48,4,37,6788,7,,,,,,,94,33,,,,,1054,36,,,,,,,,,,,,,,,,,,,,,,,61,36,,,,,,,,,,,51,30,,,,,,,,,,,,,,,,,470,39,,,,,,,,,,,,,,,38,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,8,430,8,,,,,,,,,,,,,,,,,,,,,183,29,,,,,200,34,,,,,,,5,130,,,,,,,,,,,,,,,,,,,,,9,21,,,,,,,,,,,,,115,24,,,,,,,,,,,,,14,14,,,,,,,,,,,21,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,3,620,16
2785,14529,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,312,2,,,,,,,,,,,,,25,37,381,86,,,,,,,,,,,911,139,7,18,8258,5,,,16,3,,,17,79,,,,,1523,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,50,,,,,,,,,,,,,,,,,1437,15,57,72,,,,,,,,,,,,,,,,,,,,,20,3,,,,,12,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1371,12,,,,,,,,,,,,,,,,,,,,,13,1,,,81,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,1,,,,,,,,,,,,,,,,,66,60
2281,13594,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65,15,,,,,,,,,,,,,,,,,,,,,,,,,,,6690,31,,,3709,15,,,,,,,,,,,,,1918,17,,,,,,,,,,,,,,,,,,,,,,,89,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1041,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,82,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5432,13297,34,,,,,,,,,,,493,8,,,10,2,,,,,,,,,,,,,,,97,10,,,,,84,3,,,,,,,,,7,63,,,,,,,,,,,,,,,464,74,,,,,,,,,,,5820,36,,,1905,22,,,,,375,9,33,55,,,,,350,71,,,,,,,,,,,,,,,,,42,3,,,,,139,21,286,3,,,,,,,,,,,,,,,,,334,7,,,,,,,,,376,44,160,50,,,,,,,,,,,,,16,56,,,,,,,,,,,,,,,,,,,51,8,,,,,,,,,69,4,,,71,3,,,,,,,,,,,,,,,313,30,9,11,57,28,,,,,,,,,,,,,,,4,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130,9,,,,,22,64,,,,,973,1,,,260,2,,,211,5,,,,,,,,,,,47,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,49
2921,12704,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,83,,,,,,,,,,,,,,,1122,43,,,,,,,,,,,8268,28,,,,,,,,,,,,,,,,,525,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1969,8,,,,,,,,,,,,,115,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,384,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,317,22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27443,11832,36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,36,,,,,,,79,24,,,6,8,57,22,1163,39,,,,,,,57,12,,,812,147,5,34,641,42,23,12,,,,,215,24,,,,,625,51,,,,,,,,,,,,,,,,,,,,,,,52,39,,,,,115,12,,,,,,,,,,,,,,,,,,,,,,,617,33,1103,13,,,,,,,,,,,,,273,4,,,,,,,,,,,,,,,,,,,29,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,278,32,,,,,,,,,,,,,,,,,,,,,,,,,386,22,,,,,349,20,,,,,,,963,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,961,1,,,,,,,,,,,45,19,,,,,,,,,197,9,,,,,,,,,,,,,,,,,,,,,,,2759,3
2398,11765,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,28,502,71,,,,,,,,,,,8809,26,4,38,358,50,,,,,,,31,57,,,,,1292,28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,93,136,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,92,60,,,,,,,,,,,,,,,,,,,,,,,,,71,46,,,,,,,,,,,,,243,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,54,,,,,,,,,,,,,,,,,,,51,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1269,10915,38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3752,13,,,,,,,,,,,5220,43,,,,,,,,,,,1131,5,,,,,173,106,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,639,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2086,10770,39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1415,32,,,,,,,,,,,847,144,,,4886,12,,,,,,,,,,,,,67,178,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,310,53,1358,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,387,17,,,,,,,790,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,249,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,461,21
1917,10654,40,,,,,,,,,,,22,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42,22,,,,,,,47,31,,,,,85,14,787,54,,,,,,,,,,,5493,40,8,15,867,34,,,6,10,195,12,10,118,,,,,818,41,,,,,,,,,,,,,,,,,,,,,,,281,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,70,,,,,,,,,,,,,,,36,25,,,,,,,,,,,,,6,16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1411,11,,,21,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,187,59,,,,,,,,,,,,,,,,,,,,,9,20,,,,,,,,,,,,,65,38,,,,,,,,,,,,,,,,,,,,,,,,,15,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,59
4192,10558,41,,,,,,,,,,,,,,,,,4,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,32,,,,,,,40,33,,,,,59,21,1189,37,,,,,,,,,,,5352,42,,,337,53,,,,,,,43,47,,,,,293,79,,,,,,,,,,,,,,,4,6,,,,,,,37,45,,,,,,,,,,,42,33,,,,,,,,,,,,,,,,,469,40,355,33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,167,42,,,,,,,,,,,,,,,,,,,,,,,,,112,37,,,,,,,,,,,,,1875,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38,51,,,,,,,,,,,,,,,,,,,,,,,,,32,25,,,,,,,,,,,,,,,,,,,,,2,12,,,,,,,,,,,79,51
36218,10212,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,65,,,,,,,57,29,,,,,9,58,2427,18,,,,,,,,,,,5665,38,,,110,90,,,,,,,42,49,,,,,468,60,,,,,,,,,,,,,,,,,,,,,,,28,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,77,789,16,,,,,,,,,,,,,18,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,211,36,,,45,29,,,,,,,,,,,,,,,,,,,,,65,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52,42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,76,52
6819,9898,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,17,4590,7,,,,,,,,,,,2419,64,6,27,190,71,,,,,,,62,43,,,,,413,63,,,,,,,,,,,,,,,,,,,,,,,71,34,,,,,,,,,,,,,,,,,,,,,,,,,7,7,,,340,48,195,42,,,,,,,,,,,,,20,44,,,,,,,11,6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,2,,,,,91,61,,,21,34,,,,,,,,,,,,,,,,,,,,,860,14,,,,,48,52,,,,,,,232,51,,,,,,,,,,,,,,,,,,,,,12,19,,,,,,,,,,,,,48,45,,,23,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90,48
39856,9516,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,129,9,,,,,,,,,,,,,,,69,14,,,,,,,104,22,,,,,29,34,737,58,,,,,,,,,,,2213,69,,,2163,19,,,,,,,39,51,,,,,624,52,,,,,,,,,,,,,,,,,,,,,,,380,12,,,,,,,,,,,49,31,,,,,,,,,,,,,,,,,1328,17,,,,,,,,,,,,,,,23,37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,39,,,,,,,,,,,,,,,,,,,,,274,27,,,,,226,30,,,,,,,888,19,,,,,,,,,,,11,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74,11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144,38
2719,9495,45,,,,,,,,,,,238,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,78,,,,,31,32,669,61,,,,,,,,,,,5642,39,7,17,619,43,5,20,,,,,102,32,,,,,808,42,,,,,,,,,,,,,,,,,,,,,,,110,25,,,,,,,,,,,41,34,,,,,,,,,,,,,,,,,458,41,,,,,,,,,,,,,,,19,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,58,,,,,,,,,,,,,,,,,,,,,,,,,48,57,,,,,,,,,,,,,317,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,47,,,,,,,,,,,,,,,,,,,,,,,,,24,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,214,28
2407,9462,46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,106,213,,,,,,,,,,,9065,25,,,291,56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
483,9388,47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,27,,,,,,,35,37,,,,,28,35,308,97,,,,,,,,,,,6786,30,6,21,180,72,,,,,,,29,58,,,,,640,49,,,,,,,,,,,,,,,,,,,,,,,49,40,,,,,,,,,,,,,,,,,,,,,,,,,9,3,,,343,47,421,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110,51,,,10,41,,,,,,,,,,,,,,,,,,,,,35,71,,,,,72,42,,,,,,,121,67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,68,,,,,,,,,,,,,,,,,,,85,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75,53
188834,9318,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1904,26,,,,,,,,,,,6364,32,,,,,,,,,,,,,,,,,627,50,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,423,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11733,9148,49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196,132,,,,,,,,,8,2,2337,65,,,,,,,,,,,,,,,,,661,48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,686,2,,,,,17,43,,,,,,,,,,,,,,,,,4859,4,79,63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,7,,,,,,,,,,,172,4,,,,,89,11,,,,,26,58,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18011,9094,50,10,6,,,,,,,,,62,18,,,,,,,,,,,,,,,,,6,6,,,,,,,58,4,,,,,,,,,27,28,,,,,,,59,28,,,,,,,317,96,,,,,,,,,,,4481,47,5,33,1052,32,16,15,4,16,,,12,110,,,,,213,96,,,,,,,,,,,,,,,,,,,,,,,55,38,168,4,,,11,16,,,,,22,39,,,,,,,45,14,,,,,,,,,133,80,670,20,,,,,,,,,6,3,,,36,26,,,,,,,,,5,3,,,13,4,,,,,,,11,2,,,,,,,69,5,,,,,10,9,,,,,,,,,,,,,52,74,8,13,6,48,,,,,,,,,,,,,,,,,,,,,74,44,,,,,292,28,,,,,,,652,25,,,,,,,,,,,,,,,,,8,9,14,4,24,16,,,,,,,,,,,,,25,61,,,,,8,8,,,,,,,,,,,,,54,22,,,,,18,35,,,5,2,,,,,108,10,,,,,,,,,,,7,9,,,,,,,,,,,163,34
4001,9037,51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243,120,,,,,,,,,,,5866,35,,,,,,,,,,,9,121,,,,,771,43,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68,26,,,,,,,,,,,,,,,,,353,46,,,,,,,,,,,,,,,54,20,,,,,,,,,,,,,,,,,12,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,57,67,,,21,33,,,,,,,,,,,,,,,,,,,,,346,25,,,,,,,,,,,,,179,61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41,50,,,,,,,,,,,,,28,11,,,,,,,,,,,74,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,915,12
9209,8916,52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,52,,,,,,,,,,,,,50,25,1092,45,,,,,,,,,,,4774,46,,,229,66,,,,,15,24,351,13,,,,,6,417,,,,,,,,,,,,,,,,,,,,,,,36,46,,,,,,,,,,,16,44,,,,,,,,,,,,,,,,,433,42,212,38,,,,,,,,,,,,,16,57,,,,,,,,,,,,,,,,,,,7,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,43,3,18,539,7,,,,,,,,,,,,,,,,,,,,,339,26,,,,,,,,,,,,,469,32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,133,22,,,,,,,,,,,,,11,16,,,,,,,,,,,,,,,,,,,,,12,25,,,,,,,,,,,,,,,,,,,,,,,,
1111,7703,53,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,31,,,,,,,,,,,,,,,1147,41,,,,,,,185,7,,,3977,51,,,859,35,,,,,,,,,,,,,185,103,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1326,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1602,7497,54,,,,,26,2,,,,,75,17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,44,,,,,,,,,,,,,19,40,396,81,,,,,,,,,,,5118,45,3,43,450,46,,,,,,,,,,,,,262,84,,,,,,,,,,,,,,,,,,,,,,,67,35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,182,69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,62,,,,,,,,,,,,,,,,,,,,,,,,,229,28,,,,,168,35,,,,,,,253,46,,,,,,,,,,,,,,,,,,,8,6,12,18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115,40
13713,7299,55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,45,,,,,,,,,,,,,68,18,1006,48,,,,,,,,,,,1743,84,,,807,37,,,3,19,,,126,30,,,,,1180,30,,,,,,,,,,,,,,,,,,,,,,,76,31,,,,,,,,,,,8,53,,,,,,,,,,,,,8,6,,,655,29,190,44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,177,39,,,,,,,,,,,,,,,,,,,,,,,,,144,32,,,,,382,19,,,,,,,358,40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,48,,,,,,,,,,,,,,,,,,,148,13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152,35
